95834, 1648,537.805, 494.3715, 795.8086, 2.808092
97087, 1648,524.134, 491.6076, 786.0421, 2.808092
97087, 1648,531.188, 473.4792, 799.064, 2.808092
97087, 1648,526.631, 578.3785, 792.5532, 4.10885
96574, 1648,527.922, 567.3316, 789.2976, 3.920106
95842, 1648,525.834, 556.5799, 782.7866, 3.804104
95842, 1648,531.582, 490.6736, 792.553, 2.808092
97087, 1648,535.2, 558.783, 792.5526, 3.540674
95834, 1648,511.748, 570.4531, 776.2763, 3.866049
97087, 1648,521.827, 468.4983, 795.8074, 2.808092
96574, 1648, 2521.161, 499.1354, 840.6595, 2.808092
95834, 1648, 2519.917, 561.0555, 779.5314, 3.868478
95842, 1648, 2525.351, 584.9549, 795.808, 4.193845
95842, 1648, 2505.384, 453.2222, 795.7653, 2.131466
95834, 1648, 2510.45, 486.2986, 776.276, 2.808092
97087, 1648, 2511.01, 575.2379, 779.5309, 4.261915
96574, 1648, 2520.823, 479.2604, 789.2972, 2.808092
95842, 1648, 2513.419, 479.4896, 782.7863, 2.808092
96574, 1648, 2517.122, 577.6233, 786.0417, 3.901625
96574, 1648, 2494.017, 598.5938, 786, 4.457469
97087, 1648, 2502.04, 606.1389, 795.7657, 4.17788
95834, 1648, 2490.286, 458.717, 786, 2.131466
97087, 1648, 2491.882, 606.8386, 792.511, 4.327577
95834, 1648, 2489.229, 592.8229, 779.4894, 4.535265
97087, 1648, 2482.87, 588.5903, 780.3529, 4.700471
95842, 1648, 2487.674, 468.8785, 776.2335, 2.131466
97087, 1648, 2493.3, 463.7326, 782.744, 2.131466
96574, 1648, 2493.103, 452.6024, 792.5107, 2.131466
97087, 1648, 2495.547, 593.8021, 782.7441, 4.014928
97087, 1648, 2480.714, 617.3472, 799.0219, 4.700471
95842, 1648, 2431.925, 615.2708, 792.5664, 5.12328
95834, 1648, 2432.953, 438.6389, 799.1128, 1.57389
97087, 1648, 2443.917, 461.8333, 776.326, 1.620431
97087, 1648, 2442.688, 597.4479, 776.3263, 4.700471
95842, 1648, 2475.264, 596.7014, 779.4893, 3.804104
95842, 1648, 2443.203, 451.6076, 786.0919, 2.131466
97087, 1648, 2446.252, 444.6528, 792.6022, 1.715371
97087, 1648, 2472.814, 462.2517, 779.489, 2.131466
95834, 1648, 2429.953, 600.9531, 779.5817, 4.535265
96574, 1648, 2471.934, 600.5278, 782.7443, 4.633761
97087, 1648, 2431.233, 607.8299, 786.091, 5.180682
96574, 1648, 2446.333, 608.3559, 786.0914, 4.768221
95842, 1648, 2473.729, 612.0052, 792.5107, 5.12328
97087, 1648, 2431.455, 458.7621, 779.5819, 1.57458
95842, 1648, 2449.67, 600.7118, 779.5817, 5.12328
95842, 1648, 2445.425, 618.6337, 795.8325, 5.12328
96574, 1648, 2434.924, 447.6146, 789.3473, 1.806921
97087, 1648, 2476.802, 440.3629, 799.0217, 2.131466
95834, 1648, 2487.321, 446.4826, 795.7664, 2.131466
95834, 1648, 2432.28, 621.8125, 799.08, 4.535265
95842, 1648, 2436.97, 604.2726, 782.8364, 5.12328
95834, 1648, 2449.722, 459.125, 779.5817, 1.722623
95842, 1648, 2475.538, 451.1597, 789.2555, 2.131466
95834, 1648, 2438.63, 615.5816, 792.599, 4.535265
95834, 1648, 2478.382, 602.9948, 786.0001, 4.389131
95834, 1648, 2408.33, 461.0608, 779.4889, 1.652815
95834, 1648, 2409.198, 595.2813, 776.2336, 5.190629
97087, 1648, 2404.945, 453.342, 786.0004, 1.520025
97087, 1648, 2404.349, 600.9202, 782.7447, 5.376995
97087, 1648, 2397.878, 448.6042, 792.5109, 1.328918
95842, 1648, 2402.712, 442.5486, 795.7667, 1.248848
95834, 1648, 2399.939, 458.4392, 782.7448, 1.637855
96574, 1648, 2389.087, 592.2899, 779.4887, 5.553339
95842, 1648, 2395.49, 598.8906, 782.7448, 5.12328
95842, 1648, 2390.424, 468.7795, 776.2335, 1.392595
95834, 1648, 2395.99, 613.1441, 795.7663, 5.190629
97087, 1648, 2394.632, 591.3698, 776.2338, 5.376995
97087, 1648, 2389.875, 454.316, 789.2555, 1.417666
96574, 1648, 2403.267, 611.3958, 792.5109, 5.167051
95842, 1648, 2387.738, 462.7361, 782.7443, 1.199922
114361, 1648, 2382.531, 512.6285, 749.0782, 0.2928082
97087, 1648, 2405.823, 618.9114, 799.0212, 5.376995
114360, 1648, 2382.964, 543.4827, 749.0782, 6.27582
95842, 1648, 2374.653, 608.3976, 799.0206, 5.658857
96574, 1648, 2380.517, 446.0434, 799.0216, 0.9738935
95842, 1648, 2384.516, 610.1371, 795.7665, 5.12328
97087, 1648, 2382.16, 604.4323, 792.5104, 5.376995
95834, 1648, 2388.198, 604.2066, 789.2557, 5.264006
95842, 1648, 2379.288, 450.7326, 795.7657, 1.160579
