"89","Northshire Abbey","-9430.911","62.53646","56.77877","0","0","1","0","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"90","Stormwind City","-9430.866","64.51041","56.78524","0","0","0","1","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"91","Northshire Abbey","-9499.404","66.82118","56.01195","0","0","-0.793353","0.6087619","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"92","Stormwind City","-9499.422","66.82986","56.56776","0","0","-0.793353","0.6087619","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"93","Westbrook Garrison","-9500.087","68.00347","56.54922","0","0","-0.1305263","0.9914449","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"94","Westfall","-9500.08","67.98264","55.99302","0","0","-0.1305263","0.9914449","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"95","Eastvale Logging Camp","-9500.56","66.07813","56.56288","0","0","0.9914449","0.1305262","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"96","Redridge","-9500.545","66.06944","56.00724","0","0","0.9914449","0.1305262","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"97","Goldshire","-9647.844","-1335.74","49.68391","0","0","-0.1305261","0.9914449","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"98","Stormwind City","-9647.837","-1335.76","49.13138","0","0","-0.1305261","0.9914449","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"99","Redridge","-9648.317","-1337.665","49.67809","0","0","0.9914449","0.1305259","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"100","Eastvale Logging Camp","-9647.179","-1336.913","49.67783","0","0","-0.7933531","0.6087617","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"101","Stranglethorn","-10542.55","-1180.264","27.82653","0","0","0.601815","0.7986355","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"102","Raven Hill","-10542.64","-1180.243","26.49306","0","0","0.601815","0.7986355","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"103","Deadwind Pass","-10541.72","-1181.686","27.83502","0","0","0.9902681","0.1391731","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"104","Redridge","-10540.25","-1180.842","27.84214","0","0","-0.7986352","0.6018155","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"105","Stranglethorn","-10812.54","304.4301","31.43998","0","0","0.990268","-0.139173","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"106","Westfall","-10813.27","306.6799","31.47379","0","0","0.139173","0.990268","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"107","Darkshire","-10812.51","304.3433","30.05175","0","0","0.990268","-0.139173","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"108","Raven Hill","-10811.8","305.8959","31.43815","0","0","-0.601815","0.798636","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"109","Westfall","-10891.93","-366.6198","37.33691","0","0","-0.143492","0.989652","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"110","Stranglethorn","-10893.37","-367.5451","38.74495","0","0","0.598325","0.801254","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"111","Raven Hill","-10891.96","-366.7083","38.72852","0","0","-0.143492","0.989652","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"112","Darkshire","-10892.55","-368.9965","38.73027","0","0","0.989651","0.143493","0","27","1","5","0","0","0","1","1","0","0","0","0","0","0"
"113","Duskwood","-9590.624","-1929.101","63.48758","0","0","0.811574","0.58425","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"114","Lakeshire","-9589.399","-1929.751","63.44013","0","0","0.986996","-0.160743","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"115","Elwynn","-9588.763","-1928.543","63.44436","0","0","-0.58425","0.811574","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"116","Stonewatch Keep","-9589.389","-1929.774","62.88715","0","0","0.986996","-0.160743","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"117","Lakeshire","-9635.474","-2087.186","61.25315","0","0","-0.8362861","0.5482932","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"118","Stonewatch Keep","-9637.232","-2086.354","61.29399","0","0","0.5482929","0.8362864","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"298","Thelsamar","-5409.051","-2879.462","342.5889","0","0","1","0","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"299","Searing Gorge","-5409.981","-2878.566","342.565","0","0","0.707107","0.707107","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"301","Wetlands","-5408.024","-2878.55","342.5521","0","0","-0.707107","0.707107","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"302","Dun Morogh","-5409.982","-2878.561","342.0652","0","0","0.707107","0.707107","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"303","Dun Morogh","-4899.101","-2720.519","329.9169","0","0","0.284015","0.95882","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"304","Wetlands","-4898.03","-2722.107","329.8915","0","0","0.95882","-0.284015","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"305","Thelsamar","-4899.369","-2721.826","329.8641","0","0","0.878817","0.477159","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"306","Thelsamar","-5795.8","-2629.066","319.9445","0","0","0.942641","-0.333807","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"307","Searing Gorge","-5797.04","-2627.592","319.9208","0","0","0.333807","0.942641","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"308","Dun Morogh","-5795.625","-2627.747","319.9333","0","0","-0.430511","0.902585","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"309","Anvilmar","-5594.031","-489.7865","397.6931","0","0","0.707107","0.7071065","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"310","Ironforge","-5592.128","-489.7656","397.6825","0","0","-0.7071069","0.7071066","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"311","Loch Modan","-5356.587","-529.6354","391.7129","0","0","0.9351352","-0.3542911","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"312","Kharanos","-5357.908","-528.1927","391.7129","0","0","0.3542909","0.9351352","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"313","Anvilmar","-5357.878","-528.1893","391.2112","0","0","0.3542909","0.9351352","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"314","Ironforge","-5356.556","-528.3125","391.688","0","0","-0.410719","0.911762","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"315","Ironforge","-5263.358","-484.3056","387.127","0","0","0.9862856","-0.1650475","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"316","Kharanos","-5264.514","-483.6823","387.1437","0","0","0.8141159","0.5807024","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"317","Anvilmar","-5264.556","-483.691","386.5915","0","0","0.8141159","0.5807024","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"318","Loch Modan","-5264.582","-483.6962","386.039","0","0","0.8141159","0.5807024","0","26","1","5","0","0","0","1","1","0","0","0","0","0","0"
"376","Dun Modr","-3231.315","-2453.917","15.50547","0","0","-0.768842","0.639439","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
"377","Menethil","-3231.987","-2454.197","13.49415","0","0","-0.091501","0.995805","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
"378","Loch Modan","-3231.021","-2454.868","14.9369","0.001724","0.113517","0.989276","0.091894","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
"379","Loch Modan","-3597.21","-2714.68","19.6138","0.029386","0.07754","0.949226","0.30347","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
"380","Menethil","-3597.88","-2713.78","18.8364","0","0","-0.329691","0.944089","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
"381","Grim Batol","-3600.88","-2714.84","18.5583","0.694403","0.11722","0.700398","-0.116217","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
"382","Dun Modr","-3597.65","-2713.63","18.2805","0.038501","-0.022276","-0.320761","0.946115","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
"387","Loch Modan","-2620.738","-2491.646","79.44158","0","0","0.740218","0.672367","0","22","1","5","0","0","0","1","1","0","0","0","0","0","0"
